Name;Supervisor;StProgram;FieldOfStudy;IsFullTimeStudy;IsExternalStudy;ResearchType;Descrition;Created
Prepájanie cloud a sieťových systémov v hybridných cloud riešeniach;doc. Ing. Pavel Segeč, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Jedným z výsledkov aktuálneho vývoja v oblasti cloud computingu (CC) je problematika prepájania a integrácie CC systémov navzájom, ako aj čoraz užšia integrácia so sieťovými systémami, ktoré umožňuje zúčastneným stranám využívať distribuované zdroje CC systému. Riešenie integrácie je však komplexný problém, v ktorom existujú viaceré problematické oblasti a výzvy. Či už je nimi bezpečnosť, otázky technologickej integrácie, správy a jej automatizácie, efektivita riešenia, výkonnosť  a to tak, aby celkové riešenie spoľahlivé a garantované prostredie pre využívanie jeho služieb. <br>Jedným z výstupov riešenia aktuálneho projektu SANET II je, že prostredie slovenských univerzít je poskytovateľom CC služieb s ochotou recipročne zdieľať voľné zdroje, ako aj prepájať ich CC systémy smerom do európskych otvorených CC riešení. Tieto prostredia sú prepojené rozľahlými sieťami WAN a lokálnymi LAN s rôznymi charakteristikami. Kvalita CC prostredia spolu s kvalitou siete sú tak kritickými faktormi potrebnými na dosiahnutie požadovanej úrovne služieb poskytovaných CC, kde degradácia prostredí vedie aj k degradácii kvality poskytovanej služby. Vzniká tak požiadavka na zjednotenie prostredia sietí a CC systémov. <br>Téma práce sa preto bude zameriavať na špecifiká problémov spojených s riešením tvorby hybridných (CC) systémov, ich prepájaním na úrovni riadenia a dátových tokov, zdieľaním zdrojov a podobne. Súčasťou skúmania bude adekvátnosť konektivity medzi jednotlivými prostrediami, návrh riešenia pre ich vzájomné prepojenie, spolu s riešením otázok ovplyvnených sieťovou infraštruktúrou ako sú otázky rýchlosti prenosu dát, oneskorenia a interoperability. Riešenie témy prinesie návrh metodiky tvorby zdieľaných hybridných CC systémov vo forme návrhu architektonického riešenia a vyriešenia súvisiacich aspektov. Návrh riešenia by mal využívať nové metódy riešenia, ako sú koncepty softvérovo-definovaných sietí (SDN), virtuálnych overlay sietí cez SD-WAN, a podobne.<br>;13.2.2023 9:17
Klasifikácia signálov prostredníctvom umelých neurónových sietí;doc. Ing. Peter Ševčík, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Použitie umelých neurónových sietí na riešenie problému klasifikácie signálov patrí medzi moderné prístupy vedúce k jeho úspešnému riešeniu. V súčasnosti sú dostupné mnohé technické prostriedky, ktoré významným spôsobom akcelerujú výpočty, potrebné pre úspešnú implementáciu umelej neurónovej siete. Výzvou však stále zostáva energetická náročnosť týchto implementácií, ktorá stále významne obmedzuje možnosti ich nasadenia. Táto dizertačná práca má riešiť problémy implementácie umelej neurónovej siete na zariadeniach, ktoré majú nielen obmedzené možnosti napájania ale i nízky výpočtový výkon.;13.2.2023 13:33
Lokalizácia a navigácia prostredníctvom stereovízie;doc. Ing. Peter Ševčík, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;V praxi existuje veľa situácií, kedy nie je možné používať štandardné metódy lokalizácie a navigácie na báze GPS ultrazvuku, bluetooth, NFC, technológie UWB alebo metódou merania RSSI. Jednou z možností ako tento problém vyriešiť je použitie aktívnej alebo pasívnej stereovízie.;13.2.2023 13:37
Green computing for embedded systems;doc. Ing. Peter Ševčík, PhD., školiteľ špecialista: Ing. Michal Hodoň, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Devices with the reduced power consumption ask for advancements in either hardware or software developments. Various methods exist to reduce energy consumption of computing systems and reducing impact on people and the environment. Most of them is applied within the big, desktop systems where the power is almost unlimited. Embedded systems are, however, mostly the devices, where only the limited amount of power is available. In the project, the student should develop the application of embedded system, in which software optimizations will be applied, that energy consumption of the desired device will be minimized. Type and application structure of the system will be specified during the first phase of project. In further phases, the final application will be developed and examined.;13.2.2023 13:41
Rozpoznávanie vzorov na základe bioelektrických signálov s využitím metód umelej inteligencie;doc. Ing. Peter Ševčík, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;"Cieľom je vytvoriť inteligentné nástroje pre efektívne získavanie a spracovanie bioelektrických signálov (predovšetkým EEG) so zameraním na rozpoznávanie vzorov. V procese spracovania signálov budú využité metódy strojového učenia.<br>Táto úloha má veľký aplikačný potenciál v rôznych oblastiach:<br> - zdravotníctvo (diagnostika porúch nervovej sústavy, monitorovanie spánku, liečba porúch pozornosti)<br> - bezpečnosť (identifikácia nebezpečných predmetov v obraze, monitorovanie pozornosti vodiča)<br> - zábava (ovládanie hračiek ""myšlienkami"")";13.2.2023 14:14
Podpora manažérskych procesov mesta s využitím informačných systémov pre dosiahnutie úrovne SmartCity;doc. Ing. Gabriel Koman, PhD.;manažment;ekonómia a manažment;TRUE;FALSE;aplikovaný výskum;Neoddeliteľnou súčasťou vykonávania procesov v akejkoľvek organizácii sa v súčasnosti stále intenzívnejšie stávajú informačné systémy. Implementáciu týchto systémov v štruktúrach organizácie, či už podniku alebo mesta a pod., podnietil najmä významný vývoj v oblasti informačných a komunikačných technológií. Vznikli nové prístupy technológie a koncepty, ako napríklad Priemysel 4.0, Big Data, Internet vecí, inteligentné mesto a iné, ktoré podporujú a optimalizujú riadenie procesov. Riešenia z oblasti informačných technológií umožňujú manažérom organizácií získavať potrebné informácie pre vykonávanie manažérskych procesov na všetkých úrovniach riadenia. Implementáciou technológií, metód a postupov spomínaných prístupov je možné dosiahnuť požadované výstupy lepšie a efektívnejšie aj v rámci riadenia mesta a s tým spojených manažérskych procesov. Veľký potenciál rozvoja manažérskych procesov je možné uvažovať práve na úrovni SmartCity nakoľko takéhoto mesto je veľmi úzko spojené práve s nástupom štvrtej priemyselnej revolúcie či Internetu vecí. Vďaka vysokej konektivite rôznorodých zariadení v rámci riešenia Internetu vecí je možné získavať množstvo relevantných údajov z geograficky rozmanitého a rozsiahleho mestského prostredia pre zabezpečenie napr. efektívnej správy mesta, inovačných aktivít, zlepšenia kvality života občanov, dostupnosti služieb, udržateľného podnikania v meste i celom regióne. Cieľom dizertačnej práce je vytvoriť model pre podporu manažérskych procesov mesta s využitím informačných systémov pre dosiahnutie úrovne SmartCity. Model má umožniť riadiacim pracovníkom posúdiť aktuálnu úroveň informačných systémov v meste a navrhnúť riešenie pre zlepšovanie manažérskych procesov v meste na základe dostupných informačných systémov v zmysle riešenej problematiky.<br>;13.2.2023 15:19
Riadenie podniku s podporou informačných a komunikačných technológií pre dosiahnutie úrovne dátami riadenej organizácie;doc. Ing. Gabriel Koman, PhD.;manažment;ekonómia a manažment;TRUE;FALSE;aplikovaný výskum;Najdôležitejšou úlohou riadiacich pracovníkov v podniku je prijímanie rozhodnutí, ktoré budú najlepšie z pohľadu riešeného problému, a zároveň časových a finančných dispozícií podniku. V rozhodovacích a riadiacich procesoch sú dôležité schopnosti a skúsenosti manažéra, avšak v dôsledku rýchlej informatizácie celej spoločnosti sa stávajú významnou komoditou aj rýchlo dostupné, aktuálne a relevantné údaje. Údaje môžu obsahovať informačnú hodnotu, ktorá môže byť významná v rozhodovaní pre získanie konkurenčnej výhody v súčasnom turbulentnom prostredí na lokálnom a globálnom trhu. Aktuálne sa do popredia dostávajú najmä veľké množstvá neštruktúrovaných údajov, ktoré sú generované v internom, ale predovšetkým v externom prostredí podniku. V internom prostredí podniku sú tieto údaje generované v priebehu rôznych procesov, napríklad využitím automatizácie, internetu vecí a pod., čo je trendom v súčasnosti práve vďaka pokroku, ktorý bol dosiahnutý v oblasti IKT za posledné roky. Zároveň sú k dispozícií množstva neštruktúrovaných údajov v externom prostredí podniku, ktoré vytvárajú používatelia zariadení IKT. Títo používatelia predstavujú pre podnik potenciálnych zákazníkov. Riešenia v oblasti informačných technológií ponúkajú možnosť manažérom z dostupných údajov extrahovať a distribuovať dôležité informácie v procese rozhodovania. Implementáciou metód, techník a postupov s podporou informačných a komunikačných technológií do procesov na všetkých úrovniach riadenia a funkcionality podniku je možné podporiť snahu o dosiahnutie úrovne manažmentu podniku na základe rýchlo dostupných a relevantných údajov pre zabezpečenie udržateľnosti podnikania a efektívneho plánovania pre dosahovanie strategických cieľov podniku. Cieľom dizertačnej práce je vytvoriť model riadenia podniku s podporou IKT. Model má umožniť v riadiacich procesoch podniku dosiahnuť úroveň dátami riadenej organizácie.;13.2.2023 15:25
Integrácia expertného hodnotenia s neurónovou sieťou;prof. Ing. Martin Klimo, PhD.;aplikovaná informatika;informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Neurónové siete pre rozpoznávanie vzorov môžeme rozdeliť na dve časti:<br>- extrakcia príznakov,<br>- klasifikácia vzorov do tried podľa príznakov.<br>Tento prístup umožňuje dobrú interpretovateľnosť rozpoznávania, ak sú príznaky ľahko <br>interpretovateľné a odvodzovanie v klasifikácii je logické. Proces extrakcie príznakov je založený <br>na strojovom učení a nevyužíva expertné znalosti. Na základe nich sa môžu získať známe príznaky,<br>rovnako ako expertíza môže byť využitá pri klasifikácii. Úlohou je integrovať expertné príznaky<br>a príznaky získané strojovým učením a dosiahnuť tým nielen lepšiu presnosť klasifikácie, ale aj <br>lepšiu vysvetliteľnosť klasifikácie pomocou fuzzy logickej funkcie.;13.2.2023 16:30
Aplikácie učenia sa posilňovaním s využitím hlbokých neurónových sietí;prof. Ing. Martin Klimo, PhD., školiteľ špecialista: Ing. Peter Tarábek, PhD. ;aplikovaná informatika;informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Hlboké učenie posilňovaním predstavuje výrazný krok smerom k budovaniu autonómnych systémov, nakoľko poskytuje silný nástroj na riadenie dynamických nelineárnych systémov. Aby ho bolo možné využiť na riešenie komplexných problémov je potrebné, aby agent dokázal efektívne zovšeobecniť reprezentáciu sveta. Tento stav je často mnohoprvkový (napr. reprezentovaný obrazovými dátami). Práve hlboké učenie vyniká schopnosťou hľadania kompaktných nízko-rozmerných reprezentácií vysoko-rozmerných dát. Táto práca sa zameriava na riešenie jednej z nasledujúcich tém:<br>- Riešenie kombinatorických optimalizačných úloh. Tradičné algoritmy pre riešenie kombinatorických úloh často využívajú ručne navrhnuté heuristiky. Učenie posilňovaním môže byť dobrou alternatívou na riešenie týchto úloh. Problém môžeme modelovať ako sekvenčný rozhodovací proces, kde agent interaguje s prostredím pomocou vykonávania sekvencie akcií.<br>- Adaptívnosť agenta v hrách s nulovým súčtom. Prvým veľkým úspechom hlbokého učenia posilňovaním bol vývoj algoritmu, ktorý sa dokázal naučiť hrať širokú paletu ATARI video hier na nadľudskej úrovni. V mnohých odvetviach, ako je napr. herný priemysel, vývoj umelej inteligencie s nadľudskými schopnosťami nie je žiadúce. Hranie proti takémuto agentovi môže na bežných hráčov pôsobiť príliš náročne až frustrujúco. Táto téma má preskúmať možnosti vývoja adaptívnych metód, ktoré sa vedia prispôsobovať súperovým schopnostiam.<br>- Podpora hľadania rôznorodých riešení.  Vo svojej podstate sa učenie posilňovaní učí cez interakciu agenta s prostredím. Cieľom agenta je naučiť  sa politiku, ktorá maximalizuje očakávanú odmenu. Táto téma sa zaoberá vývojom metód, ktoré podporujú hľadanie rôznorodých politík, ktoré dokážu riešiť danú úlohu rôznymi spôsobmi. Jednou z výziev je riešenie problému prirodzeného zabúdania agentov, ktoré sa rieši napr. využitím replay buffera, prípadne využitím už natrénovaných agentov. Dôležitou súčasťou riešenia bude aj návrh vhodných prehľadávacích stratégií;14.2.2023 10:02
Súbežné učenie viacerých úloh hlbokými neurónovými sieťami;prof. Ing. Martin Klimo, PhD., školiteľ špecialista: Ing. Peter Tarábek, PhD. ;aplikovaná informatika;informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Učenie sa viacerých úloh (MTL – Mutli-Task Learning) je paradigma v strojovom učení, ktorá sa zameriava na využitie informácií obsiahnutých  vo viacerých úlohách. V praxi sa často stretávame s prístupom, kedy sa jednotlivé úlohy riešia samostatne. To má však niekoľko nevýhod. V prvom rade nie je využitý plný potenciál informácií obsiahnutých vo všetkých úlohách. Ďalšou nevýhodou môže byť menšia výpočtová a pamäťová efektívnosť výsledného riešenia. Systém, ktorý dokáže riešiť viacero úloh naraz, môže zdieľať veľké množstvo výpočtov medzi úlohami a teda byť pamäťovo aj výpočtovo efektívnejší. <br>Všeobecná definícia MTL zahŕňa všetky metódy, ktorých cieľom je učenie sa viacerých súvisiacich úloh tak, aby sa znalosti z jednej úlohy využili aj v iných úlohách. Táto práca sa zameriava hlavne na súbežné učenie sa viacerých úloh v rámci jednej architektúry. Predpokladá sa vývoj architektúr, ktoré zdieľajú veľkú časť svojej kapacity a dokážu obsiahnuť viaceré úlohy naraz. V rámci práce je možné riešit niekoľko problémov:<br>- Zlepšenie efektívnosti riešenia úloh. Hlavnou motiváciou MTL je zlepšenie výsledkov všetkých úloh využitím paradigmy MTL. Celková úspešnosť riešenie všetkých úloh je teda aj prirodzeným kritériom pre porovnávanie jednotlivých prístupov. Existujú však situácie, kedy úzkym hrdlom riešenia môže byť výpočtová a/alebo pamäťová náročnosť. Tu môže MTL pomôcť tým, že umožní zdieľanie veľkej časti architektúry na riešenie jednotlivých úloh.<br>- Problém malého množstva údajov jednotlivých úloh. Jednotlivé úlohy môžu poskytovať malé množstvo tréningových dát. Tu môže MTL pomôcť dosiahnuť lepšie výsledky využitím znalostí obsiahnutých vo všetkých anotovaných dátach oproti prístupom zameraných na učenie sa jednej úlohy. <br>- Využitie podporných úloh pri učení sa hlavných úloh. Aj keď cieľom MTL je dosiahnutie čo najlepších výsledkov pre všetky riešené úlohy, je tento princíp možné využiť aj pri snahe dosiahnuť čo najlepšie výsledky pre jednu, prípadne viacero cieľových úloh.;14.2.2023 10:37
Online marketingové stratégie: hodnotenie a audit;prof. Mgr. Jakub Soviar, PhD.;manažment;ekonómia a manažment;TRUE;TRUE;aplikovaný výskum;Online marketingové stratégie sú stále viac dôležité, či už ide o propagáciu, predaj, budovanie značky, prípadne komunikáciu so zákazníkmi a spotrebiteľmi. Ich efektivita a úspešnosť sú podmienené rôznymi faktormi. Tieto sú síce dynamické (významne ovplyvnené aktuálnym stavom), ale relatívne známe (SEO, UX/UI, online reputácia, sociálne siete, správne nastavený obsah...). Auditovanie a hodnotenie úspechu je možné vykonávať čiastočne cez online nástroje (napr. Google analytics, hodnotenie SEO a pod.). Sú to vždy parciálne systémy. Vedecký komplexný pohľad na auditovanie a hodnotenie marketingových online stratégií je len málo rozvinutý. V praxi je toto ponúkané ako komerčné služby. V ich parametroch, nastaveniach a možnostiach sú významné rozdiely. Vedecké skúmanie problematiky má potenciál pre komplexné pochopenie fungovania tohto systému.  <br>Predpokladaným cieľom dizertačnej práce je na základe výsledkov skúmania popísať aktuálny stav problematiky a navrhnúť štruktúrovanú metodiku pre hodnotenie a audit online marketingových stratégií.  ;14.2.2023 15:57
Analýza spoľahlivosti a rizík zložitých systémov;prof. Ing. Elena Zaitseva, PhD.  ;aplikovaná informatika;informatika;TRUE;FALSE;základný výskum;V súčasnosti stav a úroveň technológií prináša nové výzvy v oblasti rozvoja teórie spoľahlivosti. Súčasné systémy, vyžadujúce analýzu spoľahlivosti, majú zložitú štruktúru, sú nehomogénne vzhľadom na svoju fyzikálnu podstatu a tiež obsahujú komponenty s rozličnými procesmi zlyhania, degradácie a poruchy. Preto sa v teórii spoľahlivosti stávajú aktuálnymi úlohy výskumu zložitých a sociálno-technických systémov, napríklad systémov riadenia jadrovej elektrárne, systémov prepravy nafty a plynu, či transportných systémov.<br>Pre reálne systémy nie je dôležité iba určenie podmienok a pravdepodobnosti zlyhania, ale je dôležité tiež zistiť príčiny vedúce k zlyhaniu, analyzovať zmeny spoľahlivosti systému, berúc do úvahy niekoľko úrovní prevádzkyschopnosti. Existuje niekoľko rôznych matematických prístupov k riešeniu týchto úloh. To je možné na základe matematického modelu, ktorý umožňuje modelovať niekoľko úrovní prevádzkyschopnosti (Multi-State System, MSS). Takýto model umožňuje podrobnejšie vykonať analýzu zmeny stavu skúmaného systému.<br>Jednou z aktuálnych úloh analýzy spoľahlivosti MSS je odhad pravdepodobnosti stavu (úrovne spoľahlivosti) systému v závislosti od stavu jeho komponentov. Tradične sa táto úloha vzťahuje k oblasti Importance Analysis  – oblasti teórie spoľahlivosti, ktorá určuje vplyv každého komponenta systému na úroveň jeho spoľahlivosti. V niektorých zdrojoch sa táto oblasť teórie spoľahlivosti nazýva tiež „výskum citlivosti MSS“. Odhad, určujúci pravdepodobnosť stavu systému pri niektorých zadaných podmienkach pre jeho komponenty sa nazýva Importance Measure (IM). <br>Cieľ práce spočíva vo vytvorení a rozvoji teoretických základov analýzy spoľahlivosti zložitých systémov, hlavne analýzy citlivosti spoľahlivosti systému vzhľadom k zmenám stavu jeho jedného alebo viacerých komponentov.<br>;14.2.2023 17:57
Analýza spoľahlivosti a rizík v medicíne;prof. Ing. Elena Zaitseva, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;základný výskum;Spoľahlivosť, dostupnosť, udržiavateľnosť, testovateľnosť a bezpečnosť sú dôležitými vlastnosťami každého analyzovaného systému, a teda aj systému zdravotnej starostlivosti. Systém zdravotnej starostlivosti pozostáva z ľudí, inštitúcií a zdrojov na poskytovanie zdravotníckych služieb s cieľom uspokojiť zdravotné potreby cieľovej populácie. Systém sa interpretuje ako komplexný sociálno-technický systém. Ide o prvú špecifickosť spoľahlivosti systému zdravotnej starostlivosti a analýzy rizika. Moderné systémy zdravotnej starostlivosti sa vyznačujú intenzívnym nárastom aplikácií informačných technológií, čo je druhá špecifickosť. Spravidla je taký komplexný systém z hľadiska analýzy spoľahlivosti a rizika heterogénny a zahŕňa podsystémy (komponenty) rôznych typov, napr. prístrojové vybavenie, softvér, ľudský faktor, aspekty organizácie atď. V analýze spoľahlivosti a rizika na hodnotenie týchto komponentov sa používajú rôzne metódy a prístupy. Komplikácia analýzy komplexného sociálno-technického systému, akým je systém zdravotnej starostlivosti, je v tom, že by sa mali zohľadniť technické chyby, slabé stránky a nedostatky ľudských a organizačných faktorov. Všetky tieto štrukturálne aspekty a faktory skúmané v systéme zdravotnej starostlivosti si vyžadujú vývoj špeciálnej matematickej reprezentácie (modelu) na analýzu spoľahlivosti alebo rizika každej úrovne systému zdravotnej starostlivosti. Táto skutočnosť vedie k uplatňovaniu rôznych prístupov k hodnoteniu systému a zvyšuje neistotu v už neistej doméne zameranej na zlyhanie. Preto je vývoj všeobecného zjednoteného prístupu k hodnoteniu rizika relevantným problémom pri analýze zdravotných rizík. Tento zjednotený prístup bude mať, samozrejme, špecifiká pre každý fixný problém hodnotenia rizika v systéme zdravotnej starostlivosti a bude doplnený ďalšími metódami, pričom všetky z nich budú mať jeden základ, ktorý umožní prenášať výsledky analýzy a hodnotenia do všetkých možných úrovní systému zdravotnej starostlivosti. ;14.2.2023 18:16
Metódy Data Mining pre analýzu spoľahlivosti zložitých systémov na základe neurčitých dát;prof. Ing. Elena Zaitseva, PhD.  ;aplikovaná informatika;informatika;TRUE;TRUE;základný výskum;Teória spoľahlivosti je výskumný zámer, ktorý má veľmi dobré praktické a vedecké zázemie na analýzu spoľahlivosti systémov. Výpočtová inteligencia a strojové učenie je v inžinierstve spoľahlivosti relatívne nove. Bola to však rovnako dobre zavedená oblasť výskumu s mnohými skupinami po celom svete, ktoré sa pokúšali vyvinúť užitočné nástroje výpočtovej inteligencie v rôznych oblastiach. Neustále úsilie o digitalizáciu dnes spôsobuje zlúčenie inžinierstva spoľahlivosti a výpočtovej inteligencie. Kombinácia týchto polí otvára cestu k pokroku v oblasti analýzy veľkých dát, neistého vyhodnotenia informácií, uvažovania, predikcie, modelovania, optimalizácie, rozhodovania a samozrejme spoľahlivejších systémov.<br>Základným krokom v analýze spoľahlivosti každého systému je vytvorenie jeho matematickej reprezentácie. Problém však nastáva v prípade, ak sú dáta popisujúce skutočné správanie sa systému neurčité. Za týmto účelom je možné aplikovať metódy Data Mininig-u. V tomto prípade dáta pre konštrukciu matematickej reprezentácii systému môžu trpieť určitou formu neurčitosti vyplývajúcej z nejednoznačnosti a nepresnosti zozbieraných dát. Navyše, metódy Data Mininig-u dokážu spracovať aj neurčitosť vyplývajúcu z neúplne špecifikovaných dát, ktorá vzniká v prípade, že je nákladné získať všetky potrebné dáta o skutočnom správaní sa systému alebo existujúce dáta sú málo zdokumentované. Ďalej platí, že ak nemôžeme získať presné hodnoty dát popisujúcich správanie sa systému, tak sa musíme spoľahnúť na väčšie množstvo menej presných dát, ktoré nám dajú dodatočnú informáciu, pomocou ktorej dokážeme vytvoriť dobrý model systému. <br>Hlavným cieľom je rozvoj nových metód pre analýzu spoľahlivosti zložitých systémov, ktorý predpokladá:  (a) preskúmanie možnosti konštrukcie matematického popisu systému z neurčitých dát, a (b) rozvoj nových metód pre riešenie tohto problému a analýzy spoľahlivosti.<br>;14.2.2023 18:22
Systémy zberu energie z prostredia;doc. Ing. Peter Ševčík, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;V posledných rokoch sa aplikáciám IoT (Internet of things) venuje zvýšená pozornosť. IoT riešenia môžu byť nasadené v širokom rozsahu aplikácií od vojenských cez medicínske, dopravné až po environmentálne. Jeden z dôležitých faktorov, ktorý do značnej miery ovplyvňuje možnosť nasadenia IoT riešenia, je výber vhodného zdroja napájania konkrétnej aplikácie. Z tohto hľadiska je vhodné vyvíjať spôsoby napájania prvkov IoT tak, aby vyžadovali čo najmenšiu údržbu.;14.2.2023 23:20
Analytické spracovávanie biomedicínskych údajov;doc. Ing. Jozef Kostolný, PhD.;aplikovaná informatika;informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;V dnešnej dobe nám oblasť biomedicíny generuje veľké množstvo údajov. Tieto údaje majú digitálnu alebo analógovú podobu. Digitálne dáta majú rôznu povahu a formu. Líšia sa veľkosťou, spôsobom uloženia a rôznym potenciálom pre ďalšie spracovanie a analýzy. Tieto dáta môžu reprezentovať rôzne merania získané pomocou nahrávok, snímok alebo zápisu hodnôt sledovaných veličín. Objem týchto dát môže mať rozsah od jednoduchej snímky s malým rozlíšením alebo od zápisu pár záznamov po niekoľko hodinové nahrávky, prípadne niekoľko tisícové záznamy veľkého množstva sledovaných prvkov.<br>Dáta z takýchto meraní sa využívajú na ďalšie spracovanie, analyzovanie a vyhodnotenie na základne ich povahy. Tieto výsledky analýz je možné použiť pre podporu rozhodovania, prezentačné účely, výskumné účely alebo vedecké výskumy. Naskytá sa teda otázka ako efektívne analyzovať takéto  údaje, ktoré majú rôznu podobu. Preto je potrebné navrhnúť  aparát pre správne zhodnotenie, manipuláciu a analýzu, ktorý bude možné použiť pri tvorbe odporúčaní pre lekárov alebo odborníkov ktorí navrhujú nové postupy liečby.  Práca bude riešená v spolupráci s Ústavom lekárskej a klinickej biochémie UPJŠ v Košiciach. <br>;15.2.2023 1:09
Softvérové spracovávanie údajov v Biobankách;doc. Ing. Jozef Kostolný, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Na zvládanie a prekonanie budúcich nástrah ako napr. pandémia je potrebne vedieť rýchlo a pohotovo sprístupňovať a analyzovať aktuálne medicínske údaje. Jedným z takýchto možnosti je tvorba softvérových biobank, ktoré slúžia na ukladanie a archiváciu aktuálne získaných údajov od pacientov. Tieto údaje sú častokrát  vo forme veľkého množstva údajov (big-data) a ako ukazujú aktuálne trendy je potrebné vedieť aj analyzovať. Veľmi dôležitým krokom je výber správnych metód analýzy, ktoré budú vedieť poskytnúť pohotove reagovania na danú skutočnosť. Či už formou analýzy vznikajúcich lokálnych epidémií alebo aj pomáhať pri diagnostikovaní chorôb. Tieto analytické moduly môžu byť pripojené formou modulov a analytických nástrojov do už navrhnutých alebo navrhovaných biobankových informačných systémov.  Dôležité je vybrať aj správny prístup pre typ medicínskych údajov a prepojenie výsledkov priamo s odborníkmi z praxe, ktorí môžu použiť tieto výsledky pri svojej práci. ;15.2.2023 1:12
Vývoj a aplikácia techník pre podporu rozhodovania vo vzdelávacích nástrojoch;doc. Ing. Jozef Kostolný, PhD.;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Moderné vzdelávanie si vyžaduje neustály proces zlepšovania spôsobov výučby a používaných nástrojov. Cieľom dizertačnej práce je vývoj a algoritmov na podporu rozhodovania do interaktívneho softvéru pre vzdelávanie žiakov na prvom stupni základných škôl umožňujúceho hravou formou pritiahnuť žiakov k riešeniu domácich školských úloh. Efekt spočíva v podpore snahy žiakov riešiť úlohy opakovane a samostatne. Aplikácia modulov hĺbkovej analýzy a algoritmov pre podporu riadenia umožní z uložených informácií v databáze vo vytvorenom systéme získať navonok skryté a užitočné závislosti, obsiahnuté v odpovediach žiakov. Tieto závislosti môžu byť užitočné práve pri identifikovaní kritických nedostatkov pri procese výučby a umožní efektívnejšie identifikovať slabšie vysvetlené alebo pochopené učivo. Aktuálny stav vývoja systému je možne pozrieť: http://ivp.fri.uniza.sk;15.2.2023 1:14
Kooperačný manažment založený na koncepcii udržateľnosti;prof. Mgr. Jakub Soviar, PhD. ;manažment;ekonómia a manažment;TRUE;TRUE;aplikovaný výskum;Kooperačná stratégia je dnes integrálnou súčasťou konkurenčného boja. Organizácie sa spájajú, aby spoločne dosiahli vyššiu pridanú hodnotu, ktorú by sami dosahovali len veľmi obťažne. Efektivita kooperácie je kritickou pre dosahovanie vytýčených cieľov. Toto je hlavnou úlohou kooperačného manažmentu. Koncepcia udržateľnosti je moderným manažérskym prístupom. Vo veľkej miere je orientovaná na ekologické či environmentálne problémy. Má aj významný sociálno-ekonomický presah, a to v teoretickej i praktickej rovine. e tvorená konsenzom medzi Je tromi hlavnými dimenziami: ekonomickou, sociálnou a environmentálnou. Ekonomická dimenzia podľa nich vypovedá o stave krátkodobej i dlhodobej tvorby hodnoty v organizácii a jej vzťahu ku hlavným zainteresovaným subjektom. Celý proces má podporovať dlhodobú udržateľnosť organizácie. Sociálna dimenzia udržateľnosti vypovedá o vplyvoch organizácie (v širokom slova zmysle) na sociálne systémy, v ktorých prebiehajú jej aktivity, ako aj na jej hlavné zainteresované strany. <br>Obe témy (kooperačný manažment a udržateľnosť) sú relatívne dobre teoreticky popísané a preskúmané. Kooperačný manažment má zároveň množstvo úspešných praktických aplikácií. Ako problém sa ukazuje nedostatočné využívanie potenciálu synergického prepojenia týchto dvoch koncepcií. Toto spojenie je po vedeckej stránke preskúmané relatívne málo, resp. takmer vôbec, a to predstavuje potenciál pre navrhovaný výskum. <br>Úlohou doktoranda/doktorandky bude skúmať možnosti využitia koncepcie udržateľnosti v kooperačnom manažmente ako systéme efektívneho riadenia vzťahov, ktorého cieľom je udržanie a zvýšenie konkurencieschopnosti.  <br>Cieľom práce bude na základe komplexného výskumu navrhnúť modelové riešenie efektívneho kooperačného manažmentu založeného na koncepcii udržateľnosti vrátane odporúčaní pre realizáciu v praxi. <br>Pre dosiahnutie uvedeného cieľa bude potrebné určiť relevantný trh, či skupiny podnikov, na ktoré sa bude zameriavať hlavná časť výskumu. ;15.2.2023 8:25
